,imageName,labelName,classNum
117,C:\dataset\drone\train\images\0509_V0028_169.jpg,C:\dataset\drone\train\labels\0509_V0028_169.txt,0
118,C:\dataset\drone\train\images\0509_V0028_169.jpg,C:\dataset\drone\train\labels\0509_V0028_169.txt,2
119,C:\dataset\drone\train\images\0509_V0028_169.jpg,C:\dataset\drone\train\labels\0509_V0028_169.txt,3
120,C:\dataset\drone\train\images\0509_V0028_198.jpg,C:\dataset\drone\train\labels\0509_V0028_198.txt,0
121,C:\dataset\drone\train\images\0509_V0028_198.jpg,C:\dataset\drone\train\labels\0509_V0028_198.txt,0
122,C:\dataset\drone\train\images\0509_V0028_198.jpg,C:\dataset\drone\train\labels\0509_V0028_198.txt,1
123,C:\dataset\drone\train\images\0509_V0028_198.jpg,C:\dataset\drone\train\labels\0509_V0028_198.txt,1
124,C:\dataset\drone\train\images\0509_V0028_198.jpg,C:\dataset\drone\train\labels\0509_V0028_198.txt,2
125,C:\dataset\drone\train\images\0509_V0028_198.jpg,C:\dataset\drone\train\labels\0509_V0028_198.txt,3
126,C:\dataset\drone\train\images\0509_V0028_198.jpg,C:\dataset\drone\train\labels\0509_V0028_198.txt,1
127,C:\dataset\drone\train\images\0509_V0028_198.jpg,C:\dataset\drone\train\labels\0509_V0028_198.txt,0
128,C:\dataset\drone\train\images\0509_V0028_202.jpg,C:\dataset\drone\train\labels\0509_V0028_202.txt,1
129,C:\dataset\drone\train\images\0509_V0028_202.jpg,C:\dataset\drone\train\labels\0509_V0028_202.txt,0
130,C:\dataset\drone\train\images\0509_V0028_202.jpg,C:\dataset\drone\train\labels\0509_V0028_202.txt,3
131,C:\dataset\drone\train\images\0509_V0028_202.jpg,C:\dataset\drone\train\labels\0509_V0028_202.txt,2
132,C:\dataset\drone\train\images\0509_V0028_202.jpg,C:\dataset\drone\train\labels\0509_V0028_202.txt,0
133,C:\dataset\drone\train\images\0509_V0028_202.jpg,C:\dataset\drone\train\labels\0509_V0028_202.txt,0
134,C:\dataset\drone\train\images\0509_V0028_202.jpg,C:\dataset\drone\train\labels\0509_V0028_202.txt,1
135,C:\dataset\drone\train\images\0509_V0028_202.jpg,C:\dataset\drone\train\labels\0509_V0028_202.txt,1
136,C:\dataset\drone\train\images\0509_V0028_212.jpg,C:\dataset\drone\train\labels\0509_V0028_212.txt,0
137,C:\dataset\drone\train\images\0509_V0028_212.jpg,C:\dataset\drone\train\labels\0509_V0028_212.txt,0
138,C:\dataset\drone\train\images\0509_V0028_212.jpg,C:\dataset\drone\train\labels\0509_V0028_212.txt,0
139,C:\dataset\drone\train\images\0509_V0028_212.jpg,C:\dataset\drone\train\labels\0509_V0028_212.txt,1
140,C:\dataset\drone\train\images\0509_V0028_212.jpg,C:\dataset\drone\train\labels\0509_V0028_212.txt,1
141,C:\dataset\drone\train\images\0509_V0028_212.jpg,C:\dataset\drone\train\labels\0509_V0028_212.txt,3
142,C:\dataset\drone\train\images\0509_V0028_212.jpg,C:\dataset\drone\train\labels\0509_V0028_212.txt,2
143,C:\dataset\drone\train\images\0509_V0028_215.jpg,C:\dataset\drone\train\labels\0509_V0028_215.txt,2
144,C:\dataset\drone\train\images\0509_V0028_215.jpg,C:\dataset\drone\train\labels\0509_V0028_215.txt,0
145,C:\dataset\drone\train\images\0509_V0028_215.jpg,C:\dataset\drone\train\labels\0509_V0028_215.txt,3
146,C:\dataset\drone\train\images\0509_V0028_215.jpg,C:\dataset\drone\train\labels\0509_V0028_215.txt,1
147,C:\dataset\drone\train\images\0509_V0028_215.jpg,C:\dataset\drone\train\labels\0509_V0028_215.txt,1
148,C:\dataset\drone\train\images\0509_V0028_215.jpg,C:\dataset\drone\train\labels\0509_V0028_215.txt,0
149,C:\dataset\drone\train\images\0509_V0028_215.jpg,C:\dataset\drone\train\labels\0509_V0028_215.txt,0
150,C:\dataset\drone\train\images\0509_V0028_223.jpg,C:\dataset\drone\train\labels\0509_V0028_223.txt,1
151,C:\dataset\drone\train\images\0509_V0028_223.jpg,C:\dataset\drone\train\labels\0509_V0028_223.txt,3
152,C:\dataset\drone\train\images\0509_V0028_223.jpg,C:\dataset\drone\train\labels\0509_V0028_223.txt,2
153,C:\dataset\drone\train\images\0509_V0028_223.jpg,C:\dataset\drone\train\labels\0509_V0028_223.txt,1
154,C:\dataset\drone\train\images\0509_V0028_223.jpg,C:\dataset\drone\train\labels\0509_V0028_223.txt,0
155,C:\dataset\drone\train\images\0509_V0028_223.jpg,C:\dataset\drone\train\labels\0509_V0028_223.txt,0
156,C:\dataset\drone\train\images\0509_V0028_223.jpg,C:\dataset\drone\train\labels\0509_V0028_223.txt,0
157,C:\dataset\drone\train\images\0509_V0028_234.jpg,C:\dataset\drone\train\labels\0509_V0028_234.txt,3
158,C:\dataset\drone\train\images\0509_V0028_234.jpg,C:\dataset\drone\train\labels\0509_V0028_234.txt,0
159,C:\dataset\drone\train\images\0509_V0028_234.jpg,C:\dataset\drone\train\labels\0509_V0028_234.txt,0
160,C:\dataset\drone\train\images\0509_V0028_234.jpg,C:\dataset\drone\train\labels\0509_V0028_234.txt,0
161,C:\dataset\drone\train\images\0509_V0028_234.jpg,C:\dataset\drone\train\labels\0509_V0028_234.txt,1
162,C:\dataset\drone\train\images\0509_V0028_234.jpg,C:\dataset\drone\train\labels\0509_V0028_234.txt,1
163,C:\dataset\drone\train\images\0509_V0028_234.jpg,C:\dataset\drone\train\labels\0509_V0028_234.txt,2
164,C:\dataset\drone\train\images\0509_V0030_295.jpg,C:\dataset\drone\train\labels\0509_V0030_295.txt,2
165,C:\dataset\drone\train\images\0509_V0030_305.jpg,C:\dataset\drone\train\labels\0509_V0030_305.txt,2
166,C:\dataset\drone\train\images\10579761_00001.jpg,C:\dataset\drone\train\labels\10579761_00001.txt,0
167,C:\dataset\drone\train\images\10579761_00001.jpg,C:\dataset\drone\train\labels\10579761_00001.txt,1
168,C:\dataset\drone\train\images\10579761_00001.jpg,C:\dataset\drone\train\labels\10579761_00001.txt,1
169,C:\dataset\drone\train\images\10579761_00001.jpg,C:\dataset\drone\train\labels\10579761_00001.txt,0
170,C:\dataset\drone\train\images\10579761_00003.jpg,C:\dataset\drone\train\labels\10579761_00003.txt,1
171,C:\dataset\drone\train\images\10579761_00003.jpg,C:\dataset\drone\train\labels\10579761_00003.txt,0
172,C:\dataset\drone\train\images\10579761_00003.jpg,C:\dataset\drone\train\labels\10579761_00003.txt,0
173,C:\dataset\drone\train\images\10579761_00003.jpg,C:\dataset\drone\train\labels\10579761_00003.txt,1
174,C:\dataset\drone\train\images\108_00001.jpg,C:\dataset\drone\train\labels\108_00001.txt,0
175,C:\dataset\drone\train\images\108_00001.jpg,C:\dataset\drone\train\labels\108_00001.txt,1
176,C:\dataset\drone\train\images\108_00003.jpg,C:\dataset\drone\train\labels\108_00003.txt,1
177,C:\dataset\drone\train\images\108_00003.jpg,C:\dataset\drone\train\labels\108_00003.txt,0
178,C:\dataset\drone\train\images\108_00004.jpg,C:\dataset\drone\train\labels\108_00004.txt,0
179,C:\dataset\drone\train\images\108_00004.jpg,C:\dataset\drone\train\labels\108_00004.txt,0
180,C:\dataset\drone\train\images\108_00004.jpg,C:\dataset\drone\train\labels\108_00004.txt,1
181,C:\dataset\drone\train\images\108_00004.jpg,C:\dataset\drone\train\labels\108_00004.txt,1
182,C:\dataset\drone\train\images\108_00004.jpg,C:\dataset\drone\train\labels\108_00004.txt,0
183,C:\dataset\drone\train\images\108_00005.jpg,C:\dataset\drone\train\labels\108_00005.txt,1
184,C:\dataset\drone\train\images\108_00005.jpg,C:\dataset\drone\train\labels\108_00005.txt,0
185,C:\dataset\drone\train\images\108_00005.jpg,C:\dataset\drone\train\labels\108_00005.txt,0
186,C:\dataset\drone\train\images\108_00005.jpg,C:\dataset\drone\train\labels\108_00005.txt,0
187,C:\dataset\drone\train\images\108_00005.jpg,C:\dataset\drone\train\labels\108_00005.txt,1
188,C:\dataset\drone\train\images\108_00005.jpg,C:\dataset\drone\train\labels\108_00005.txt,1
189,C:\dataset\drone\train\images\1572547_00001.jpg,C:\dataset\drone\train\labels\1572547_00001.txt,2
190,C:\dataset\drone\train\images\1572547_00001.jpg,C:\dataset\drone\train\labels\1572547_00001.txt,0
191,C:\dataset\drone\train\images\1572547_00001.jpg,C:\dataset\drone\train\labels\1572547_00001.txt,3
192,C:\dataset\drone\train\images\1572547_00001.jpg,C:\dataset\drone\train\labels\1572547_00001.txt,1
193,C:\dataset\drone\train\images\1572547_00001.jpg,C:\dataset\drone\train\labels\1572547_00001.txt,1
194,C:\dataset\drone\train\images\1572547_00001.jpg,C:\dataset\drone\train\labels\1572547_00001.txt,0
195,C:\dataset\drone\train\images\1572547_00002.jpg,C:\dataset\drone\train\labels\1572547_00002.txt,1
196,C:\dataset\drone\train\images\1572547_00002.jpg,C:\dataset\drone\train\labels\1572547_00002.txt,0
197,C:\dataset\drone\train\images\1572547_00002.jpg,C:\dataset\drone\train\labels\1572547_00002.txt,3
198,C:\dataset\drone\train\images\1572547_00002.jpg,C:\dataset\drone\train\labels\1572547_00002.txt,2
199,C:\dataset\drone\train\images\1572547_00002.jpg,C:\dataset\drone\train\labels\1572547_00002.txt,1
200,C:\dataset\drone\train\images\1572547_00002.jpg,C:\dataset\drone\train\labels\1572547_00002.txt,0
201,C:\dataset\drone\train\images\1572547_00003.jpg,C:\dataset\drone\train\labels\1572547_00003.txt,1
202,C:\dataset\drone\train\images\1572547_00003.jpg,C:\dataset\drone\train\labels\1572547_00003.txt,0
203,C:\dataset\drone\train\images\1572547_00003.jpg,C:\dataset\drone\train\labels\1572547_00003.txt,0
204,C:\dataset\drone\train\images\1572547_00003.jpg,C:\dataset\drone\train\labels\1572547_00003.txt,2
205,C:\dataset\drone\train\images\1572547_00003.jpg,C:\dataset\drone\train\labels\1572547_00003.txt,3
206,C:\dataset\drone\train\images\1572547_00003.jpg,C:\dataset\drone\train\labels\1572547_00003.txt,1
207,C:\dataset\drone\train\images\1572547_00004.jpg,C:\dataset\drone\train\labels\1572547_00004.txt,1
208,C:\dataset\drone\train\images\1572547_00004.jpg,C:\dataset\drone\train\labels\1572547_00004.txt,2
209,C:\dataset\drone\train\images\1572547_00004.jpg,C:\dataset\drone\train\labels\1572547_00004.txt,0
210,C:\dataset\drone\train\images\1572547_00004.jpg,C:\dataset\drone\train\labels\1572547_00004.txt,0
211,C:\dataset\drone\train\images\1572547_00004.jpg,C:\dataset\drone\train\labels\1572547_00004.txt,3
212,C:\dataset\drone\train\images\1572547_00004.jpg,C:\dataset\drone\train\labels\1572547_00004.txt,1
213,C:\dataset\drone\train\images\1572547_00007.jpg,C:\dataset\drone\train\labels\1572547_00007.txt,2
214,C:\dataset\drone\train\images\1572547_00007.jpg,C:\dataset\drone\train\labels\1572547_00007.txt,3
215,C:\dataset\drone\train\images\1572547_00007.jpg,C:\dataset\drone\train\labels\1572547_00007.txt,0
216,C:\dataset\drone\train\images\1572547_00007.jpg,C:\dataset\drone\train\labels\1572547_00007.txt,1
217,C:\dataset\drone\train\images\1572547_00008.jpg,C:\dataset\drone\train\labels\1572547_00008.txt,1
218,C:\dataset\drone\train\images\1572547_00008.jpg,C:\dataset\drone\train\labels\1572547_00008.txt,2
219,C:\dataset\drone\train\images\1572547_00008.jpg,C:\dataset\drone\train\labels\1572547_00008.txt,0
220,C:\dataset\drone\train\images\1572547_00008.jpg,C:\dataset\drone\train\labels\1572547_00008.txt,0
221,C:\dataset\drone\train\images\1572547_00008.jpg,C:\dataset\drone\train\labels\1572547_00008.txt,3
222,C:\dataset\drone\train\images\1572547_00009.jpg,C:\dataset\drone\train\labels\1572547_00009.txt,2
223,C:\dataset\drone\train\images\1572547_00009.jpg,C:\dataset\drone\train\labels\1572547_00009.txt,3
224,C:\dataset\drone\train\images\1572547_00009.jpg,C:\dataset\drone\train\labels\1572547_00009.txt,0
225,C:\dataset\drone\train\images\1572547_00010.jpg,C:\dataset\drone\train\labels\1572547_00010.txt,3
226,C:\dataset\drone\train\images\1572547_00010.jpg,C:\dataset\drone\train\labels\1572547_00010.txt,2
227,C:\dataset\drone\train\images\3219077984_00001.jpg,C:\dataset\drone\train\labels\3219077984_00001.txt,1
228,C:\dataset\drone\train\images\3219077984_00001.jpg,C:\dataset\drone\train\labels\3219077984_00001.txt,1
229,C:\dataset\drone\train\images\3219077984_00001.jpg,C:\dataset\drone\train\labels\3219077984_00001.txt,0
230,C:\dataset\drone\train\images\3219077984_00001.jpg,C:\dataset\drone\train\labels\3219077984_00001.txt,0
231,C:\dataset\drone\train\images\3219077984_00001.jpg,C:\dataset\drone\train\labels\3219077984_00001.txt,0
232,C:\dataset\drone\train\images\3219077984_00001.jpg,C:\dataset\drone\train\labels\3219077984_00001.txt,0
233,C:\dataset\drone\train\images\3219077984_00001.jpg,C:\dataset\drone\train\labels\3219077984_00001.txt,1
234,C:\dataset\drone\train\images\3219077984_00001.jpg,C:\dataset\drone\train\labels\3219077984_00001.txt,1
235,C:\dataset\drone\train\images\3219077984_00003.jpg,C:\dataset\drone\train\labels\3219077984_00003.txt,1
236,C:\dataset\drone\train\images\3219077984_00003.jpg,C:\dataset\drone\train\labels\3219077984_00003.txt,0
237,C:\dataset\drone\train\images\3219077984_00003.jpg,C:\dataset\drone\train\labels\3219077984_00003.txt,1
238,C:\dataset\drone\train\images\3219077984_00003.jpg,C:\dataset\drone\train\labels\3219077984_00003.txt,1
239,C:\dataset\drone\train\images\3219077984_00003.jpg,C:\dataset\drone\train\labels\3219077984_00003.txt,0
240,C:\dataset\drone\train\images\3219077984_00003.jpg,C:\dataset\drone\train\labels\3219077984_00003.txt,0
241,C:\dataset\drone\train\images\3219077984_00003.jpg,C:\dataset\drone\train\labels\3219077984_00003.txt,0
242,C:\dataset\drone\train\images\3219077984_00003.jpg,C:\dataset\drone\train\labels\3219077984_00003.txt,1
243,C:\dataset\drone\train\images\3219077984_00004.jpg,C:\dataset\drone\train\labels\3219077984_00004.txt,0
244,C:\dataset\drone\train\images\3219077984_00004.jpg,C:\dataset\drone\train\labels\3219077984_00004.txt,0
245,C:\dataset\drone\train\images\3219077984_00004.jpg,C:\dataset\drone\train\labels\3219077984_00004.txt,0
